Date,Days_From_Start,Cashflow_Type,Amount,Currency,Accrual_Factor,IRR,Path_Rank,MC_Utilization,MC_Credit_Spread
2025-01-01,0,notional,-25000000.0,USD,0.0,0.09608319597589705,Top_4,0.25,0.015
2025-04-01,90,float_reset,375000.00000000006,USD,0.25,0.09608319597589705,Top_4,0.2244793195913056,0.0008338626193539907
2025-04-01,90,commitment_fee,93750.0,USD,0.25,0.09608319597589705,Top_4,0.2244793195913056,0.0008338626193539907
2025-04-01,90,facility_fee,25000.0,USD,0.25,0.09608319597589705,Top_4,0.2244793195913056,0.0008338626193539907
2025-04-01,90,notional,2552068.04086944,USD,0.0,0.09608319597589705,Top_4,0.2244793195913056,0.0008338626193539907
2025-07-01,181,float_reset,340460.3013801468,USD,0.25277777777777777,0.09608319597589705,Top_4,0.15862936083536366,0.0
2025-07-01,181,commitment_fee,98017.19710720998,USD,0.25277777777777777,0.09608319597589705,Top_4,0.15862936083536366,0.0
2025-07-01,181,facility_fee,25277.777777777777,USD,0.25277777777777777,0.09608319597589705,Top_4,0.15862936083536366,0.0
2025-07-01,181,notional,6584995.875594193,USD,0.0,0.09608319597589705,Top_4,0.15862936083536366,0.0
2025-10-01,273,float_reset,243231.68661422428,USD,0.25555555555555554,0.09608319597589705,Top_4,0.13054660522829478,0.0
2025-10-01,273,commitment_fee,107508.47055992573,USD,0.25555555555555554,0.09608319597589705,Top_4,0.13054660522829478,0.0
2025-10-01,273,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09608319597589705,Top_4,0.13054660522829478,0.0
2025-10-01,273,notional,2808275.5607068883,USD,0.0,0.09608319597589705,Top_4,0.13054660522829478,0.0
2026-01-01,365,float_reset,200171.46135005195,USD,0.25555555555555554,0.09608319597589705,Top_4,0.1310943633867733,0.015911651844869014
2026-01-01,365,commitment_fee,111096.82266527343,USD,0.25555555555555554,0.09608319597589705,Top_4,0.1310943633867733,0.015911651844869014
2026-01-01,365,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09608319597589705,Top_4,0.1310943633867733,0.015911651844869014
2026-01-01,365,notional,-54775.815847851736,USD,0.0,0.09608319597589705,Top_4,0.1310943633867733,0.015911651844869014
2026-04-01,455,float_reset,196641.54508015997,USD,0.25,0.09608319597589705,Top_4,0.10199615546063823,0.0032496248427347795
2026-04-01,455,commitment_fee,108613.20457665334,USD,0.25,0.09608319597589705,Top_4,0.10199615546063823,0.0032496248427347795
2026-04-01,455,facility_fee,25000.0,USD,0.25,0.09608319597589705,Top_4,0.10199615546063823,0.0032496248427347795
2026-04-01,455,notional,2909820.7926135072,USD,0.0,0.09608319597589705,Top_4,0.10199615546063823,0.0032496248427347795
2026-07-01,546,float_reset,154694.1691153013,USD,0.25277777777777777,0.09608319597589705,Top_4,0.09650064216224842,0.0
2026-07-01,546,commitment_fee,113497.70812928044,USD,0.25277777777777777,0.09608319597589705,Top_4,0.09650064216224842,0.0
2026-07-01,546,facility_fee,25277.777777777777,USD,0.25277777777777777,0.09608319597589705,Top_4,0.09650064216224842,0.0
2026-07-01,546,notional,549551.3298389807,USD,0.0,0.09608319597589705,Top_4,0.09650064216224842,0.0
2026-10-01,638,float_reset,147967.65131544758,USD,0.25555555555555554,0.09608319597589705,Top_4,0.20912015890932523,0.0
2026-10-01,638,commitment_fee,115447.14016815713,USD,0.25555555555555554,0.09608319597589705,Top_4,0.20912015890932523,0.0
2026-10-01,638,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09608319597589705,Top_4,0.20912015890932523,0.0
2026-10-01,638,notional,-11261951.674707681,USD,0.0,0.09608319597589705,Top_4,0.20912015890932523,0.0
2027-01-01,730,float_reset,320650.910327632,USD,0.25555555555555554,0.09608319597589705,Top_4,0.19790491567883428,0.0
2027-01-01,730,commitment_fee,101056.86858380843,USD,0.25555555555555554,0.09608319597589705,Top_4,0.19790491567883428,0.0
2027-01-01,730,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09608319597589705,Top_4,0.19790491567883428,0.0
2027-01-01,730,notional,1121524.3230490945,USD,0.0,0.09608319597589705,Top_4,0.19790491567883428,0.0
2027-01-01,730,notional,19790491.56788343,USD,0.0,0.09608319597589705,Top_4,0.19790491567883428,0.0
