Date,Days_From_Start,Cashflow_Type,Amount,Currency,Accrual_Factor,IRR,Path_Rank,MC_Utilization,MC_Credit_Spread
2025-01-01,0,notional,-25000000.0,USD,0.0,0.07617937378319106,Bottom_1,0.25,0.015
2025-04-01,90,float_reset,447558.5514508983,USD,0.25,0.07617937378319106,Bottom_1,0.34674473526786437,0.019824172161981346
2025-04-01,90,notional,-9674473.526786437,USD,0.0,0.07617937378319106,Bottom_1,0.34674473526786437,0.019824172161981346
2025-04-01,90,commitment_fee,87703.45404575848,USD,0.25,0.07617937378319106,Bottom_1,0.34674473526786437,0.019824172161981346
2025-04-01,90,facility_fee,25000.0,USD,0.25,0.07617937378319106,Bottom_1,0.34674473526786437,0.019824172161981346
2025-07-01,181,float_reset,553557.8648448635,USD,0.25277777777777777,0.07617937378319106,Bottom_1,0.3832216799121754,0.0023571265695328117
2025-07-01,181,notional,-3647694.4644311005,USD,0.0,0.07617937378319106,Bottom_1,0.3832216799121754,0.0023571265695328117
2025-07-01,181,commitment_fee,80259.0668184836,USD,0.25277777777777777,0.07617937378319106,Bottom_1,0.3832216799121754,0.0023571265695328117
2025-07-01,181,facility_fee,25277.777777777777,USD,0.25277777777777777,0.07617937378319106,Bottom_1,0.3832216799121754,0.0023571265695328117
2025-10-01,273,float_reset,590006.6670707456,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.3863522336583623,0.0
2025-10-01,273,notional,-313055.3746186926,USD,0.0,0.07617937378319106,Bottom_1,0.3863522336583623,0.0
2025-10-01,273,commitment_fee,78610.5555218823,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.3863522336583623,0.0
2025-10-01,273,facility_fee,25555.55555555555,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.3863522336583623,0.0
2026-01-01,365,float_reset,559762.5100339911,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.3437727794294521,0.0
2026-01-01,365,notional,4257945.422891019,USD,0.0,0.07617937378319106,Bottom_1,0.3437727794294521,0.0
2026-01-01,365,commitment_fee,81130.90194161184,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.3437727794294521,0.0
2026-01-01,365,facility_fee,25555.55555555555,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.3437727794294521,0.0
2026-04-01,455,float_reset,532347.9871152911,USD,0.25,0.07617937378319106,Bottom_1,0.36602453672426927,0.0
2026-04-01,455,notional,-2225175.7294817152,USD,0.0,0.07617937378319106,Bottom_1,0.36602453672426927,0.0
2026-04-01,455,commitment_fee,80637.66774039241,USD,0.25,0.07617937378319106,Bottom_1,0.36602453672426927,0.0
2026-04-01,455,facility_fee,25000.0,USD,0.25,0.07617937378319106,Bottom_1,0.36602453672426927,0.0
2026-07-01,546,float_reset,531685.8082691745,USD,0.25277777777777777,0.07617937378319106,Bottom_1,0.3350996060482686,0.0
2026-07-01,546,notional,3092493.0676000663,USD,0.0,0.07617937378319106,Bottom_1,0.3350996060482686,0.0
2026-07-01,546,commitment_fee,82081.73819979101,USD,0.25277777777777777,0.07617937378319106,Bottom_1,0.3350996060482686,0.0
2026-07-01,546,facility_fee,25277.777777777777,USD,0.25277777777777777,0.07617937378319106,Bottom_1,0.3350996060482686,0.0
2026-10-01,638,float_reset,464525.3073086877,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.27080296870219356,0.0
2026-10-01,638,notional,6429663.734607505,USD,0.0,0.07617937378319106,Bottom_1,0.27080296870219356,0.0
2026-10-01,638,commitment_fee,89067.33550205379,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.27080296870219356,0.0
2026-10-01,638,facility_fee,25555.55555555555,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.27080296870219356,0.0
2027-01-01,730,float_reset,406347.2645437493,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.25921520244182733,0.0
2027-01-01,730,notional,1158776.6260366228,USD,0.0,0.07617937378319106,Bottom_1,0.25921520244182733,0.0
2027-01-01,730,notional,25921520.244182732,USD,0.0,0.07617937378319106,Bottom_1,0.25921520244182733,0.0
2027-01-01,730,commitment_fee,93915.50573246533,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.25921520244182733,0.0
2027-01-01,730,facility_fee,25555.55555555555,USD,0.25555555555555554,0.07617937378319106,Bottom_1,0.25921520244182733,0.0
