Date,Days_From_Start,Cashflow_Type,Amount,Currency,Accrual_Factor,IRR,Path_Rank,MC_Utilization,MC_Credit_Spread
2025-01-01,0,notional,-25000000.0,USD,0.0,0.09467464708575424,Top_4,0.25,0.015
2025-04-01,90,float_reset,355859.48969347926,USD,0.25,0.09467464708575424,Top_4,0.2244793195913056,0.0008338626193539907
2025-04-01,90,notional,2552068.04086944,USD,0.0,0.09467464708575424,Top_4,0.2244793195913056,0.0008338626193539907
2025-04-01,90,commitment_fee,95345.04252554341,USD,0.25,0.09467464708575424,Top_4,0.2244793195913056,0.0008338626193539907
2025-04-01,90,facility_fee,25000.0,USD,0.25,0.09467464708575424,Top_4,0.2244793195913056,0.0008338626193539907
2025-07-01,181,float_reset,290524.08265689085,USD,0.25277777777777777,0.09467464708575424,Top_4,0.15862936083536366,0.0
2025-07-01,181,notional,6584995.875594193,USD,0.0,0.09467464708575424,Top_4,0.15862936083536366,0.0
2025-07-01,181,commitment_fee,102178.54866748131,USD,0.25277777777777777,0.09467464708575424,Top_4,0.15862936083536366,0.0
2025-07-01,181,facility_fee,25277.777777777777,USD,0.25277777777777777,0.09467464708575424,Top_4,0.15862936083536366,0.0
2025-10-01,273,float_reset,221701.57398213816,USD,0.25555555555555554,0.09467464708575424,Top_4,0.13054660522829478,0.0
2025-10-01,273,notional,2808275.5607068883,USD,0.0,0.09467464708575424,Top_4,0.13054660522829478,0.0
2025-10-01,273,commitment_fee,109302.6466125996,USD,0.25555555555555554,0.09467464708575424,Top_4,0.13054660522829478,0.0
2025-10-01,273,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09467464708575424,Top_4,0.13054660522829478,0.0
2026-01-01,365,float_reset,200591.40927155223,USD,0.25555555555555554,0.09467464708575424,Top_4,0.1310943633867733,0.015911651844869014
2026-01-01,365,notional,-54775.815847851736,USD,0.0,0.09467464708575424,Top_4,0.1310943633867733,0.015911651844869014
2026-01-01,365,commitment_fee,111061.82700514841,USD,0.25555555555555554,0.09467464708575424,Top_4,0.1310943633867733,0.015911651844869014
2026-01-01,365,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09467464708575424,Top_4,0.1310943633867733,0.015911651844869014
2026-04-01,455,float_reset,174817.88913555865,USD,0.25,0.09467464708575424,Top_4,0.10199615546063823,0.0032496248427347795
2026-04-01,455,notional,2909820.7926135072,USD,0.0,0.09467464708575424,Top_4,0.10199615546063823,0.0032496248427347795
2026-04-01,455,commitment_fee,110431.84257203678,USD,0.25,0.09467464708575424,Top_4,0.10199615546063823,0.0032496248427347795
2026-04-01,455,facility_fee,25000.0,USD,0.25,0.09467464708575424,Top_4,0.10199615546063823,0.0032496248427347795
2026-07-01,546,float_reset,150526.7381973557,USD,0.25277777777777777,0.09467464708575424,Top_4,0.09650064216224842,0.0
2026-07-01,546,notional,549551.3298389807,USD,0.0,0.09467464708575424,Top_4,0.09650064216224842,0.0
2026-07-01,546,commitment_fee,113844.99403910924,USD,0.25277777777777777,0.09467464708575424,Top_4,0.09650064216224842,0.0
2026-07-01,546,facility_fee,25277.777777777777,USD,0.25277777777777777,0.09467464708575424,Top_4,0.09650064216224842,0.0
2026-10-01,638,float_reset,234309.28082153978,USD,0.25555555555555554,0.09467464708575424,Top_4,0.20912015890932523,0.0
2026-10-01,638,notional,-11261951.674707681,USD,0.0,0.09467464708575424,Top_4,0.20912015890932523,0.0
2026-10-01,638,commitment_fee,108252.00437598278,USD,0.25555555555555554,0.09467464708575424,Top_4,0.20912015890932523,0.0
2026-10-01,638,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09467464708575424,Top_4,0.20912015890932523,0.0
2027-01-01,730,float_reset,312052.5571842556,USD,0.25555555555555554,0.09467464708575424,Top_4,0.19790491567883428,0.0
2027-01-01,730,notional,1121524.3230490945,USD,0.0,0.09467464708575424,Top_4,0.19790491567883428,0.0
2027-01-01,730,notional,19790491.56788343,USD,0.0,0.09467464708575424,Top_4,0.19790491567883428,0.0
2027-01-01,730,commitment_fee,101773.39801242313,USD,0.25555555555555554,0.09467464708575424,Top_4,0.19790491567883428,0.0
2027-01-01,730,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09467464708575424,Top_4,0.19790491567883428,0.0
