Date,Days_From_Start,Cashflow_Type,Amount,Currency,Accrual_Factor,IRR,Path_Rank,MC_Utilization,MC_Credit_Spread
2025-01-01,0,notional,-25000000.0,USD,0.0,0.09430391577917889,Top_2,0.25,0.015
2025-04-01,90,float_reset,375000.00000000006,USD,0.25,0.09430391577917889,Top_2,0.14205830779076611,0.018450305279672733
2025-04-01,90,commitment_fee,93750.0,USD,0.25,0.09430391577917889,Top_2,0.14205830779076611,0.018450305279672733
2025-04-01,90,facility_fee,25000.0,USD,0.25,0.09430391577917889,Top_2,0.14205830779076611,0.018450305279672733
2025-04-01,90,notional,10794169.220923388,USD,0.0,0.09430391577917889,Top_2,0.14205830779076611,0.018450305279672733
2025-07-01,181,float_reset,215455.10014932862,USD,0.25277777777777777,0.09430391577917889,Top_2,0.1643956348948841,0.010076635434245442
2025-07-01,181,commitment_fee,108434.29720977816,USD,0.25277777777777777,0.09430391577917889,Top_2,0.1643956348948841,0.010076635434245442
2025-07-01,181,facility_fee,25277.777777777777,USD,0.25277777777777777,0.09430391577917889,Top_2,0.1643956348948841,0.010076635434245442
2025-07-01,181,notional,-2233732.710411798,USD,0.0,0.09430391577917889,Top_2,0.1643956348948841,0.010076635434245442
2025-10-01,273,float_reset,252073.3068388223,USD,0.25555555555555554,0.09430391577917889,Top_2,0.14691906105716696,0.021899722419004376
2025-10-01,273,commitment_fee,106771.66887454258,USD,0.25555555555555554,0.09430391577917889,Top_2,0.14691906105716696,0.021899722419004376
2025-10-01,273,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09430391577917889,Top_2,0.14691906105716696,0.021899722419004376
2025-10-01,273,notional,1747657.383771714,USD,0.0,0.09430391577917889,Top_2,0.14691906105716696,0.021899722419004376
2026-01-01,365,float_reset,225275.8936209893,USD,0.25555555555555554,0.09430391577917889,Top_2,0.1252149463899581,0.0006483106571800465
2026-01-01,365,commitment_fee,109004.78664269531,USD,0.25555555555555554,0.09430391577917889,Top_2,0.1252149463899581,0.0006483106571800465
2026-01-01,365,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09430391577917889,Top_2,0.1252149463899581,0.0006483106571800465
2026-01-01,365,notional,2170411.466720887,USD,0.0,0.09430391577917889,Top_2,0.1252149463899581,0.0006483106571800465
2026-04-01,455,float_reset,187822.41958493713,USD,0.25,0.09430391577917889,Top_2,0.16650294120615264,0.0
2026-04-01,455,commitment_fee,109348.13170125523,USD,0.25,0.09430391577917889,Top_2,0.16650294120615264,0.0
2026-04-01,455,facility_fee,25000.0,USD,0.25,0.09430391577917889,Top_2,0.16650294120615264,0.0
2026-04-01,455,notional,-4128799.4816194554,USD,0.0,0.09430391577917889,Top_2,0.16650294120615264,0.0
2026-07-01,546,float_reset,252529.4608293315,USD,0.25277777777777777,0.09430391577917889,Top_2,0.2329683614161561,0.0
2026-07-01,546,commitment_fee,105344.76715311126,USD,0.25277777777777777,0.09430391577917889,Top_2,0.2329683614161561,0.0
2026-07-01,546,facility_fee,25277.777777777777,USD,0.25277777777777777,0.09430391577917889,Top_2,0.2329683614161561,0.0
2026-07-01,546,notional,-6646542.021000345,USD,0.0,0.09430391577917889,Top_2,0.2329683614161561,0.0
2026-10-01,638,float_reset,357218.15417143935,USD,0.25555555555555554,0.09430391577917889,Top_2,0.14444676906933124,0.0
2026-10-01,638,commitment_fee,98009.59826349116,USD,0.25555555555555554,0.09430391577917889,Top_2,0.14444676906933124,0.0
2026-10-01,638,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09430391577917889,Top_2,0.14444676906933124,0.0
2026-10-01,638,notional,8852159.234682485,USD,0.0,0.09430391577917889,Top_2,0.14444676906933124,0.0
2027-01-01,730,float_reset,221485.0459063079,USD,0.25555555555555554,0.09430391577917889,Top_2,0.11349254647536697,0.0
2027-01-01,730,commitment_fee,109320.69061891877,USD,0.25555555555555554,0.09430391577917889,Top_2,0.11349254647536697,0.0
2027-01-01,730,facility_fee,25555.55555555555,USD,0.25555555555555554,0.09430391577917889,Top_2,0.11349254647536697,0.0
2027-01-01,730,notional,3095422.259396427,USD,0.0,0.09430391577917889,Top_2,0.11349254647536697,0.0
2027-01-01,730,notional,11349254.647536697,USD,0.0,0.09430391577917889,Top_2,0.11349254647536697,0.0
