Date,Days_From_Start,Cashflow_Type,Amount,Currency,Accrual_Factor,IRR,Path_Rank,MC_Utilization,MC_Credit_Spread
2025-01-01,0,notional,-25000000.0,USD,0.0,0.07658248821386465,Bottom_2,0.25,0.015
2025-04-01,90,float_reset,439620.10419052443,USD,0.25,0.07658248821386465,Bottom_2,0.3361601389206993,0.002910255690234672
2025-04-01,90,notional,-8616013.892069928,USD,0.0,0.07658248821386465,Bottom_2,0.3361601389206993,0.002910255690234672
2025-04-01,90,commitment_fee,88364.99131745628,USD,0.25,0.07658248821386465,Bottom_2,0.3361601389206993,0.002910255690234672
2025-04-01,90,facility_fee,25000.0,USD,0.25,0.07658248821386465,Bottom_2,0.3361601389206993,0.002910255690234672
2025-07-01,181,float_reset,445247.6974381066,USD,0.25277777777777777,0.07658248821386465,Bottom_2,0.25097968187680386,0.010959315923391708
2025-07-01,181,notional,8518045.704389542,USD,0.0,0.07658248821386465,Bottom_2,0.25097968187680386,0.010959315923391708
2025-07-01,181,commitment_fee,89284.91410238,USD,0.25277777777777777,0.07658248821386465,Bottom_2,0.25097968187680386,0.010959315923391708
2025-07-01,181,facility_fee,25277.777777777777,USD,0.25277777777777777,0.07658248821386465,Bottom_2,0.25097968187680386,0.010959315923391708
2025-10-01,273,float_reset,457768.0789219292,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.34610911671701683,0.0
2025-10-01,273,notional,-9512943.484021297,USD,0.0,0.07658248821386465,Bottom_2,0.34610911671701683,0.0
2025-10-01,273,commitment_fee,89630.437867617,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.34610911671701683,0.0
2025-10-01,273,facility_fee,25555.55555555555,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.34610911671701683,0.0
2026-01-01,365,float_reset,526097.3216568672,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.3401047810962882,0.0
2026-01-01,365,notional,600433.5620728607,USD,0.0,0.07658248821386465,Bottom_2,0.3401047810962882,0.0
2026-01-01,365,commitment_fee,83936.33430637217,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.3401047810962882,0.0
2026-01-01,365,facility_fee,25555.55555555555,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.3401047810962882,0.0
2026-04-01,455,float_reset,506086.1580654308,USD,0.25,0.07658248821386465,Bottom_2,0.33467676299095284,0.0
2026-04-01,455,notional,542801.8105335386,USD,0.0,0.07658248821386465,Bottom_2,0.33467676299095284,0.0
2026-04-01,455,commitment_fee,82826.15349454743,USD,0.25,0.07658248821386465,Bottom_2,0.33467676299095284,0.0
2026-04-01,455,facility_fee,25000.0,USD,0.25,0.07658248821386465,Bottom_2,0.33467676299095284,0.0
2026-07-01,546,float_reset,564572.2460554626,USD,0.25277777777777777,0.07658248821386465,Bottom_2,0.4098141109283385,0.0
2026-07-01,546,notional,-7513734.793738569,USD,0.0,0.07658248821386465,Bottom_2,0.4098141109283385,0.0
2026-07-01,546,commitment_fee,79341.20171760033,USD,0.25277777777777777,0.07658248821386465,Bottom_2,0.4098141109283385,0.0
2026-07-01,546,facility_fee,25277.777777777777,USD,0.25277777777777777,0.07658248821386465,Bottom_2,0.4098141109283385,0.0
2026-10-01,638,float_reset,568985.2978946486,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.33234062545598586,0.001189756980849917
2026-10-01,638,notional,7747348.547235266,USD,0.0,0.07658248821386465,Bottom_2,0.33234062545598586,0.001189756980849917
2026-10-01,638,commitment_fee,80362.33628655704,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.33234062545598586,0.001189756980849917
2026-10-01,638,facility_fee,25555.55555555555,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.33234062545598586,0.001189756980849917
2027-01-01,730,float_reset,433161.74810955964,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.23265295903474398,0.003109650218550489
2027-01-01,730,notional,9968766.642124189,USD,0.0,0.07658248821386465,Bottom_2,0.23265295903474398,0.003109650218550489
2027-01-01,730,notional,23265295.903474398,USD,0.0,0.07658248821386465,Bottom_2,0.23265295903474398,0.003109650218550489
2027-01-01,730,commitment_fee,91680.96543531447,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.23265295903474398,0.003109650218550489
2027-01-01,730,facility_fee,25555.55555555555,USD,0.25555555555555554,0.07658248821386465,Bottom_2,0.23265295903474398,0.003109650218550489
